"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10","RMSE_combined"
"211",211,"Yellowtail",0.455,0.0649,31.1223282348657,0.48,"CutiTUMIpjuv pdo_pjuv ",0.3427491,0.348285,1.936
"212",212,"Yellowtail",0.445,0.0936,30.7880619627935,0.44,"BeutiSTIpjuv pdo_pjuv ",0.32613274,0.34545079,2.101
"213",213,"Yellowtail",0.463,0.1926,28.6675194972556,0.56,"CutiSTIpjuv CutiTUMIpjuv ",0.3427491,0.348285,2.148
"214",214,"Yellowtail",0.575,0.0275,32.2180788285996,0.28,"BeutiTUMIpjuv CutiTUMIpjuv ",0.38439525,0.41864256,2.183
"215",215,"Yellowtail",0.489,0.0276,31.8327058775108,0.28,"BeutiSTIpjuv CutiTUMIpjuv ",0.32689956,0.35282624,2.189
"216",216,"Yellowtail",0.525,0.0574,31.0525076478064,0.52,"BeutiSTIpjuv BeutiTUMIpjuv ",0.36540301,0.35664947,2.261
"217",217,"Yellowtail",0.476,0.0458,33.3586421185128,0.4,"DDben DDpre MLDpjuv",0.32613274,0.34545079,1.991
"218",218,"Yellowtail",0.511,0.0267,33.8548138246807,0.28,"CSTlarv DDben DDpre",0.36540301,0.35664947,2.038
"219",219,"Yellowtail",0.503,0.0194,34.0426293257337,0.24,"CSTpjuv DDben DDpre",0.36540301,0.35664947,2.575
"220",220,"Yellowtail",0.466,0.1963,31.1287638813053,0.36,"DDben DDpre LSTlarv",0.38439525,0.41864256,1.971
"221",221,"Yellowtail",0.474,0.0368,33.59429233985,0.32,"DDben DDpre LSTpjuv",0.32689956,0.35282624,1.987
"222",222,"Yellowtail",0.472,0.2098,30.4511438381866,0.48,"CutiSTIpjuv DDben DDpre",0.32613274,0.34545079,2.166
"223",223,"Yellowtail",0.506,0.0043,34.4224833034007,0.12,"CutiTUMIpjuv DDben DDpre",0.36540301,0.35664947,2.038
"224",224,"Yellowtail",0.534,0.0343,34.0836869709905,0.2,"BeutiTUMIpjuv DDben DDpre",0.36540301,0.35664947,2.101
"225",225,"Yellowtail",0.484,0.0322,33.7126356225029,0.28,"BeutiSTIpjuv DDben DDpre",0.38439525,0.41864256,2.179
"226",226,"Yellowtail",0.518,0.0481,33.3534325001453,0.24,"CSTlarv DDpre MLDpjuv",0.32689956,0.35282624,2.052
"227",227,"Yellowtail",0.482,0.0341,33.6643536367782,0.28,"CSTpjuv DDpre MLDpjuv",0.32613274,0.34545079,2.533
"228",228,"Yellowtail",0.425,0.2652,28.4283962180053,0.72,"DDpre LSTlarv MLDpjuv",0.32613274,0.34545079,2.011
"229",229,"Yellowtail",0.473,0.0417,33.4674202595766,0.36,"DDpre LSTpjuv MLDpjuv",0.32613274,0.34545079,2.107
"230",230,"Yellowtail",0.424,0.2701,26.6586479849585,0.52,"DDpre MLDpjuv oni_pjuv",0.32689956,0.35282624,2.009
"231",231,"Yellowtail",0.452,0.155,30.5677039096135,0.52,"DDpre MLDpjuv pdo_pjuv",0.36540301,0.35664947,2.065
"232",232,"Yellowtail",0.456,0.1921,30.5911334543845,0.4,"CutiSTIpjuv DDpre MLDpjuv",0.38439525,0.41864256,2.134
"233",233,"Yellowtail",0.487,0.0326,33.7037940631158,0.36,"CutiTUMIpjuv DDpre MLDpjuv",0.32689956,0.35282624,2
"234",234,"Yellowtail",0.536,0.0335,33.678906157685,0.32,"BeutiTUMIpjuv DDpre MLDpjuv",0.38439525,0.41864256,2.105
"235",235,"Yellowtail",0.476,0.0498,33.2539499704611,0.36,"BeutiSTIpjuv DDpre MLDpjuv",0.32689956,0.35282624,2.163
"236",236,"Yellowtail",0.522,0.0335,33.6788324236791,0.28,"CSTlarv CSTpjuv DDpre",0.33288319,0.35582827,2.06
"237",237,"Yellowtail",0.499,0.0456,33.3636202261905,0.28,"CSTlarv DDpre LSTpjuv",0.32613274,0.34545079,2.014
"238",238,"Yellowtail",0.468,0.1825,29.8370850300546,0.4,"CSTlarv DDpre oni_pjuv",0.33288319,0.35582827,1.952
"239",239,"Yellowtail",0.469,0.1032,31.8084408918099,0.4,"CSTlarv DDpre pdo_pjuv",0.33288319,0.35582827,1.954
"240",240,"Yellowtail",0.475,0.3304,27.868061111826,0.32,"CSTlarv CutiSTIpjuv DDpre",0.33288319,0.35582827,1.966
"241",241,"Yellowtail",0.524,0.0243,33.9166404971627,0.2,"CSTlarv CutiTUMIpjuv DDpre",0.32613274,0.34545079,2.064
"242",242,"Yellowtail",0.601,0.0359,33.744360030216,0.2,"BeutiTUMIpjuv CSTlarv DDpre",0.33288319,0.35582827,2.235
"243",243,"Yellowtail",0.523,0.0531,33.1662027983922,0.32,"BeutiSTIpjuv CSTlarv DDpre",0.33288319,0.35582827,2.257
"244",244,"Yellowtail",0.474,0.1726,31.2234787374623,0.6,"CSTpjuv DDpre LSTlarv",0.32613274,0.34545079,2.517
"245",245,"Yellowtail",0.438,0.2194,28.3388549608683,0.52,"CSTpjuv DDpre oni_pjuv",0.33288319,0.35582827,2.445
"246",246,"Yellowtail",0.469,0.0882,32.2237086377156,0.36,"CSTpjuv DDpre pdo_pjuv",0.33288319,0.35582827,2.507
"247",247,"Yellowtail",0.452,0.2074,30.1895262331136,0.4,"CSTpjuv CutiSTIpjuv DDpre",0.32613274,0.34545079,2.473
"248",248,"Yellowtail",0.493,0.0116,34.2397526342653,0.36,"CSTpjuv CutiTUMIpjuv DDpre",0.32613274,0.34545079,2.555
"249",249,"Yellowtail",0.529,0.0373,33.9249447073873,0.28,"BeutiTUMIpjuv CSTpjuv DDpre",0.33288319,0.35582827,2.091
"250",250,"Yellowtail",0.485,0.0382,33.5581117655312,0.44,"BeutiSTIpjuv CSTpjuv DDpre",0.3427491,0.348285,2.181
"251",251,"Yellowtail",0.456,0.1709,31.2085721644746,0.48,"DDpre LSTlarv LSTpjuv",0.32613274,0.34545079,2.073
"252",252,"Yellowtail",0.477,0.2119,29.5607318086709,0.4,"DDpre LSTlarv oni_pjuv",0.3427491,0.348285,2.115
"253",253,"Yellowtail",0.454,0.165,31.1946238102045,0.48,"DDpre LSTlarv pdo_pjuv",0.3427491,0.348285,2.069
"254",254,"Yellowtail",0.474,0.2915,28.3159882729153,0.56,"CutiSTIpjuv DDpre LSTlarv",0.38439525,0.41864256,2.17
"255",255,"Yellowtail",0.478,0.1632,31.5122537775521,0.44,"CutiTUMIpjuv DDpre LSTlarv",0.32689956,0.35282624,1.982
"256",256,"Yellowtail",0.497,0.1976,31.0554264734252,0.4,"BeutiTUMIpjuv DDpre LSTlarv",0.3427491,0.348285,2.027
"257",257,"Yellowtail",0.478,0.1786,30.8507783077596,0.56,"BeutiSTIpjuv DDpre LSTlarv",0.3427491,0.348285,2.167
"258",258,"Yellowtail",0.398,0.2938,26.4287293831738,0.6,"DDpre LSTpjuv oni_pjuv",0.32613274,0.34545079,1.957
"259",259,"Yellowtail",0.43,0.1264,31.1538519670799,0.44,"DDpre LSTpjuv pdo_pjuv",0.3427491,0.348285,2.021
"260",260,"Yellowtail",0.425,0.2755,28.107308644323,0.52,"CutiSTIpjuv DDpre LSTpjuv",0.38439525,0.41864256,2.072
"261",261,"Yellowtail",0.5,0.0198,34.0302363442655,0.36,"CutiTUMIpjuv DDpre LSTpjuv",0.32689956,0.35282624,2.026
"262",262,"Yellowtail",0.548,0.0308,33.9298764420699,0.24,"BeutiTUMIpjuv DDpre LSTpjuv",0.3427491,0.348285,2.129
"263",263,"Yellowtail",0.479,0.0478,33.3074348949695,0.32,"BeutiSTIpjuv DDpre LSTpjuv",0.32613274,0.34545079,2.169
"264",264,"Yellowtail",0.43,0.2993,27.0218810670248,0.52,"CutiSTIpjuv DDpre oni_pjuv",0.3427491,0.348285,2.082
"265",265,"Yellowtail",0.476,0.2887,28.3457982754802,0.48,"CutiTUMIpjuv DDpre oni_pjuv",0.3427491,0.348285,1.978
"266",266,"Yellowtail",0.468,0.286,27.7053097431713,0.48,"BeutiTUMIpjuv DDpre oni_pjuv",0.3427491,0.348285,1.969
"267",267,"Yellowtail",0.448,0.2052,29.2448831757424,0.48,"BeutiSTIpjuv DDpre oni_pjuv",0.3427491,0.348285,2.107
"268",268,"Yellowtail",0.436,0.2241,29.6475764414277,0.48,"CutiSTIpjuv DDpre pdo_pjuv",0.38439525,0.41864256,2.094
"269",269,"Yellowtail",0.476,0.1591,31.3553123626217,0.48,"CutiTUMIpjuv DDpre pdo_pjuv",0.32689956,0.35282624,1.978
"270",270,"Yellowtail",0.462,0.0878,32.4002401750532,0.32,"BeutiSTIpjuv DDpre pdo_pjuv",0.3427491,0.348285,2.135
"271",271,"Yellowtail",0.482,0.1915,30.6331337544325,0.48,"CutiSTIpjuv CutiTUMIpjuv DDpre",0.32613274,0.34545079,2.186
"272",272,"Yellowtail",0.605,0.032,34.1734167124493,0.16,"BeutiTUMIpjuv CutiTUMIpjuv DDpre",0.3427491,0.348285,2.243
"273",273,"Yellowtail",0.507,0.034,33.6653862346617,0.36,"BeutiSTIpjuv CutiTUMIpjuv DDpre",0.3427491,0.348285,2.225
"274",274,"Yellowtail",0.539,0.0592,33.004991270952,0.4,"BeutiSTIpjuv BeutiTUMIpjuv DDpre",0.3427491,0.348285,2.289
"275",275,"Yellowtail",0.492,0.0368,33.5929793381138,0.28,"DDegg DDpjuv MLDpjuv",0.3427491,0.348285,2.219
"276",276,"Yellowtail",0.518,0.0215,33.9867040389444,0.16,"CSTlarv DDegg DDpjuv",0.38439525,0.41864256,2.052
"277",277,"Yellowtail",0.476,0.0224,33.9647764458695,0.32,"CSTpjuv DDegg DDpjuv",0.32689956,0.35282624,2.521
"278",278,"Yellowtail",0.473,0.2031,30.3737629442097,0.44,"DDegg DDpjuv LSTlarv",0.32613274,0.34545079,2.181
"279",279,"Yellowtail",0.473,0.0359,33.6177371402481,0.36,"DDegg DDpjuv LSTpjuv",0.3427491,0.348285,2.181
"280",280,"Yellowtail",0.457,0.2741,28.3470581343318,0.48,"DDegg DDpjuv oni_pjuv",0.3427491,0.348285,2.149
"281",281,"Yellowtail",0.494,0.0103,34.2726548609709,0.24,"CutiTUMIpjuv DDegg DDpjuv",0.3427491,0.348285,2.014
"282",282,"Yellowtail",0.496,0.0337,33.6749263275585,0.28,"BeutiSTIpjuv DDegg DDpjuv",0.3427491,0.348285,2.203
"283",283,"Yellowtail",0.455,0.0827,32.6872683815769,0.36,"DDben DDegg Tcop",0.38439525,0.41864256,1.949
"284",284,"Yellowtail",0.459,0.0402,33.5056352810612,0.28,"DDben DDegg MLDpjuv",0.32689956,0.35282624,1.957
"285",285,"Yellowtail",0.506,0.0213,33.992046629141,0.16,"CSTlarv DDben DDegg",0.32613274,0.34545079,2.028
"286",286,"Yellowtail",0.456,0.0277,33.829058633683,0.32,"CSTpjuv DDben DDegg",0.32613274,0.34545079,2.481
"287",287,"Yellowtail",0.437,0.213,30.1012529154342,0.56,"DDben DDegg LSTlarv",0.32613274,0.34545079,1.913
"288",288,"Yellowtail",0.456,0.0383,33.5543177814569,0.28,"DDben DDegg LSTpjuv",0.32613274,0.34545079,1.951
"289",289,"Yellowtail",0.427,0.2454,29.182965576561,0.56,"DDben DDegg oni_pre",0.32613274,0.34545079,1.893
"290",290,"Yellowtail",0.413,0.3202,26.6639050658669,0.56,"DDben DDegg oni_larv",0.32689956,0.35282624,1.865
"291",291,"Yellowtail",0.477,0.2905,28.8076824026125,0.48,"CutiSTIpjuv DDben DDegg",0.3427491,0.348285,2.176
"292",292,"Yellowtail",0.466,0.01,34.2803790063207,0.2,"CutiTUMIpjuv DDben DDegg",0.3427491,0.348285,1.958
"293",293,"Yellowtail",0.517,0.0191,34.0482769243347,0.36,"BeutiTUMIpjuv DDben DDegg",0.3427491,0.348285,2.067
"294",294,"Yellowtail",0.471,0.0341,33.7093163363541,0.24,"BeutiSTIpjuv DDben DDegg",0.38439525,0.41864256,2.153
"295",295,"Yellowtail",0.452,0.084,32.3379761059632,0.52,"DDegg MLDpjuv Tcop",0.32689956,0.35282624,2.139
"296",296,"Yellowtail",0.471,0.1485,31.2373889483811,0.36,"CSTlarv DDegg Tcop",0.38439525,0.41864256,1.958
"297",297,"Yellowtail",0.452,0.0716,32.8889499942038,0.4,"CSTpjuv DDegg Tcop",0.32689956,0.35282624,2.473
"298",298,"Yellowtail",0.452,0.0679,32.794634128324,0.4,"DDegg LSTpjuv Tcop",0.38439525,0.41864256,2.139
"299",299,"Yellowtail",0.431,0.2462,29.0726831678448,0.52,"DDegg oni_pre Tcop",0.32689956,0.35282624,2.097
"300",300,"Yellowtail",0.439,0.2539,28.4645984563804,0.48,"DDegg oni_pjuv Tcop",0.38439525,0.41864256,2.113
"301",301,"Yellowtail",0.426,0.1448,31.0759283649873,0.44,"DDegg pdo_pjuv Tcop",0.32689956,0.35282624,2.087
"302",302,"Yellowtail",0.429,0.2604,28.480767913894,0.6,"CutiSTIpjuv DDegg Tcop",0.32613274,0.34545079,2.08
"303",303,"Yellowtail",0.466,0.0782,32.9244607468731,0.4,"CutiTUMIpjuv DDegg Tcop",0.32296771,0.35184824,1.958
"304",304,"Yellowtail",0.515,0.075,32.955652669083,0.32,"BeutiTUMIpjuv DDegg Tcop",0.31581294,0.37713642,2.063
"305",305,"Yellowtail",0.449,0.0863,32.274002181724,0.44,"BeutiSTIpjuv DDegg Tcop",0.31581294,0.37713642,2.109
"306",306,"Yellowtail",0.524,0.0471,33.471112273188,0.2,"CSTlarv DDegg MLDpjuv",0.31581294,0.37713642,2.064
"307",307,"Yellowtail",0.465,0.0391,33.5338463568589,0.36,"CSTpjuv DDegg MLDpjuv",0.38439525,0.41864256,2.499
"308",308,"Yellowtail",0.417,0.2929,27.5141826271169,0.72,"DDegg LSTlarv MLDpjuv",0.32689956,0.35282624,2.069
"309",309,"Yellowtail",0.467,0.0454,33.3697023934817,0.36,"DDegg LSTpjuv MLDpjuv",0.32613274,0.34545079,2.169
"310",310,"Yellowtail",0.456,0.26,28.6839114221281,0.56,"DDegg MLDpjuv oni_pre",0.32613274,0.34545079,2.147
"311",311,"Yellowtail",0.456,0.3547,25.8981107768395,0.56,"DDegg MLDpjuv oni_larv",0.32613274,0.34545079,2.147
"312",312,"Yellowtail",0.418,0.3757,24.7737025305519,0.68,"DDegg MLDpjuv oni_pjuv",0.32613274,0.34545079,2.071
"313",313,"Yellowtail",0.454,0.0986,31.9359367136919,0.44,"DDegg MLDpjuv pdo_pjuv",0.32613274,0.34545079,2.143
"314",314,"Yellowtail",0.448,0.2481,29.4640352047631,0.4,"CutiSTIpjuv DDegg MLDpjuv",0.32689956,0.35282624,2.118
"315",315,"Yellowtail",0.473,0.0354,33.6309072496218,0.4,"CutiTUMIpjuv DDegg MLDpjuv",0.32296771,0.35184824,1.972
"316",316,"Yellowtail",0.528,0.0375,33.5754799318783,0.36,"BeutiTUMIpjuv DDegg MLDpjuv",0.32296771,0.35184824,2.089
"317",317,"Yellowtail",0.476,0.0469,33.330138940091,0.36,"BeutiSTIpjuv DDegg MLDpjuv",0.32296771,0.35184824,2.163
"318",318,"Yellowtail",0.505,0.0354,33.6307238744568,0.28,"CSTlarv CSTpjuv DDegg",0.38439525,0.41864256,2.026
"319",319,"Yellowtail",0.498,0.0432,33.4269335035476,0.36,"CSTlarv DDegg LSTpjuv",0.32689956,0.35282624,2.012
"320",320,"Yellowtail",0.454,0.2616,28.7244784052314,0.44,"CSTlarv DDegg oni_pre",0.29238282,0.31137896,1.924
"321",321,"Yellowtail",0.43,0.3347,26.4057207969689,0.44,"CSTlarv DDegg oni_larv",0.38439525,0.41864256,1.876
"322",322,"Yellowtail",0.472,0.2539,28.5861099278721,0.48,"CSTlarv DDegg oni_pjuv",0.32689956,0.35282624,1.96
"323",323,"Yellowtail",0.495,0.0606,32.9677727548567,0.32,"CSTlarv DDegg pdo_pjuv",0.38439525,0.41864256,2.006
"324",324,"Yellowtail",0.485,0.3517,27.0643215318259,0.36,"CSTlarv CutiSTIpjuv DDegg",0.32689956,0.35282624,1.986
"325",325,"Yellowtail",0.527,0.0219,33.9787345970913,0.16,"CSTlarv CutiTUMIpjuv DDegg",0.38439525,0.41864256,2.07
"326",326,"Yellowtail",0.597,0.0307,33.7511341728638,0.24,"BeutiTUMIpjuv CSTlarv DDegg",0.32596746,0.3294355,2.227
"327",327,"Yellowtail",0.537,0.0469,33.4645898734591,0.16,"BeutiSTIpjuv CSTlarv DDegg",0.32613274,0.34545079,2.285
"328",328,"Yellowtail",0.509,0.2146,30.0214334640402,0.56,"CSTpjuv DDegg LSTlarv",0.32296771,0.35184824,2.587
"329",329,"Yellowtail",0.432,0.2575,28.7794662107996,0.56,"CSTpjuv DDegg oni_pre",0.32596746,0.3294355,2.433
"330",330,"Yellowtail",0.419,0.3262,26.4401187811335,0.6,"CSTpjuv DDegg oni_larv",0.38439525,0.41864256,2.407
"331",331,"Yellowtail",0.441,0.2463,28.1717925016973,0.56,"CSTpjuv DDegg oni_pjuv",0.32689956,0.35282624,2.451
"332",332,"Yellowtail",0.451,0.0732,32.6305961231205,0.48,"CSTpjuv DDegg pdo_pjuv",0.32613274,0.34545079,2.471
"333",333,"Yellowtail",0.434,0.2414,29.2022311879035,0.48,"CSTpjuv CutiSTIpjuv DDegg",0.32296771,0.35184824,2.437
"334",334,"Yellowtail",0.464,0.0227,33.9566048730932,0.24,"CSTpjuv CutiTUMIpjuv DDegg",0.31581294,0.37713642,2.497
"335",335,"Yellowtail",0.511,0.0322,33.7122308053064,0.36,"BeutiTUMIpjuv CSTpjuv DDegg",0.38439525,0.41864256,2.055
"336",336,"Yellowtail",0.474,0.0429,33.4351681679926,0.4,"BeutiSTIpjuv CSTpjuv DDegg",0.32689956,0.35282624,2.159
"337",337,"Yellowtail",0.454,0.2077,30.1825698465241,0.52,"DDegg LSTlarv LSTpjuv",0.32613274,0.34545079,2.143
"338",338,"Yellowtail",0.449,0.3065,27.9454406651596,0.4,"DDegg LSTlarv oni_pre",0.32613274,0.34545079,2.133
"339",339,"Yellowtail",0.44,0.3561,26.0250710288682,0.6,"DDegg LSTlarv oni_larv",0.32613274,0.34545079,2.115
"340",340,"Yellowtail",0.482,0.2733,28.3666111959976,0.48,"DDegg LSTlarv oni_pjuv",0.32689956,0.35282624,2.199
"341",341,"Yellowtail",0.433,0.2101,30.0694060371765,0.48,"DDegg LSTlarv pdo_pjuv",0.32296771,0.35184824,2.101
"342",342,"Yellowtail",0.462,0.3442,26.6548249210676,0.6,"CutiSTIpjuv DDegg LSTlarv",0.38439525,0.41864256,2.146
"343",343,"Yellowtail",0.456,0.211,30.1588325618758,0.48,"CutiTUMIpjuv DDegg LSTlarv",0.32689956,0.35282624,1.938
"344",344,"Yellowtail",0.486,0.2013,30.4300277475988,0.44,"BeutiTUMIpjuv DDegg LSTlarv",0.38439525,0.41864256,2.005
"345",345,"Yellowtail",0.46,0.2203,29.7188766182815,0.52,"BeutiSTIpjuv DDegg LSTlarv",0.32689956,0.35282624,2.131
"346",346,"Yellowtail",0.407,0.2976,27.4448867693377,0.56,"DDegg LSTpjuv oni_pre",0.32613274,0.34545079,2.049
"347",347,"Yellowtail",0.392,0.3645,25.0071140354697,0.64,"DDegg LSTpjuv oni_larv",0.32296771,0.35184824,2.019
"348",348,"Yellowtail",0.411,0.2946,26.7542766556397,0.48,"DDegg LSTpjuv oni_pjuv",0.34957123,0.32373825,2.057
"349",349,"Yellowtail",0.438,0.0985,31.9393716843134,0.48,"DDegg LSTpjuv pdo_pjuv",0.34957123,0.32373825,2.111
"350",350,"Yellowtail",0.417,0.3038,27.1718578443744,0.48,"CutiSTIpjuv DDegg LSTpjuv",0.34957123,0.32373825,2.056
"351",351,"Yellowtail",0.468,0.0283,33.8128385128385,0.32,"CutiTUMIpjuv DDegg LSTpjuv",0.34957123,0.32373825,1.962
"352",352,"Yellowtail",0.534,0.0312,33.7397859070652,0.28,"BeutiTUMIpjuv DDegg LSTpjuv",0.34957123,0.32373825,2.101
"353",353,"Yellowtail",0.477,0.0605,33.2018908141571,0.36,"BeutiSTIpjuv DDegg LSTpjuv",0.38439525,0.41864256,2.165
"354",354,"Yellowtail",0.458,0.3053,27.7827094734738,0.56,"DDegg oni_pjuv oni_pre",0.32689956,0.35282624,2.151
"355",355,"Yellowtail",0.454,0.3774,26.3083750835598,0.44,"CutiSTIpjuv DDegg oni_pre",0.32613274,0.34545079,2.13
"356",356,"Yellowtail",0.448,0.248,29.1004598005188,0.48,"CutiTUMIpjuv DDegg oni_pre",0.32613274,0.34545079,1.922
"357",357,"Yellowtail",0.46,0.2692,28.4058091507382,0.52,"BeutiTUMIpjuv DDegg oni_pre",0.32613274,0.34545079,1.953
"358",358,"Yellowtail",0.439,0.2505,28.9915106783583,0.56,"BeutiSTIpjuv DDegg oni_pre",0.32613274,0.34545079,2.089
"359",359,"Yellowtail",0.431,0.3535,25.973921971761,0.52,"DDegg oni_larv oni_pjuv",0.32613274,0.34545079,2.097
"360",360,"Yellowtail",0.442,0.4414,24.0252470961543,0.52,"CutiSTIpjuv DDegg oni_larv",0.32613274,0.34545079,2.106
"361",361,"Yellowtail",0.435,0.3254,26.6793049854574,0.56,"CutiTUMIpjuv DDegg oni_larv",0.32613274,0.34545079,1.896
"362",362,"Yellowtail",0.42,0.3967,24.387457883677,0.52,"BeutiTUMIpjuv DDegg oni_larv",0.32689956,0.35282624,1.873
"363",363,"Yellowtail",0.428,0.3171,26.7591914852162,0.52,"BeutiSTIpjuv DDegg oni_larv",0.32296771,0.35184824,2.067
"364",364,"Yellowtail",0.379,0.4622,22.4069189650261,0.6,"CutiSTIpjuv DDegg oni_pjuv",0.32296771,0.35184824,1.98
"365",365,"Yellowtail",0.448,0.3749,26.0666762849217,0.64,"CutiTUMIpjuv DDegg oni_pjuv",0.32296771,0.35184824,1.922
"366",366,"Yellowtail",0.464,0.328,26.9154530470225,0.4,"BeutiTUMIpjuv DDegg oni_pjuv",0.32296771,0.35184824,1.961
"367",367,"Yellowtail",0.436,0.333,27.1447274924832,0.48,"BeutiSTIpjuv DDegg oni_pjuv",0.32296771,0.35184824,2.083
"368",368,"Yellowtail",0.437,0.2823,28.6591678582075,0.44,"CutiSTIpjuv DDegg pdo_pjuv",0.38439525,0.41864256,2.096
"369",369,"Yellowtail",0.48,0.0633,33.0889035322347,0.44,"CutiTUMIpjuv DDegg pdo_pjuv",0.32689956,0.35282624,1.986
"370",370,"Yellowtail",0.464,0.0971,32.6857432562086,0.4,"BeutiSTIpjuv DDegg pdo_pjuv",0.34957123,0.32373825,2.139
"371",371,"Yellowtail",0.49,0.2328,29.722609786035,0.4,"CutiSTIpjuv CutiTUMIpjuv DDegg",0.38439525,0.41864256,2.202
"372",372,"Yellowtail",0.577,0.0192,34.0454649607808,0.36,"BeutiTUMIpjuv CutiTUMIpjuv DDegg",0.32689956,0.35282624,2.187
"373",373,"Yellowtail",0.507,0.0328,33.6974281809174,0.32,"BeutiSTIpjuv CutiTUMIpjuv DDegg",0.34957123,0.32373825,2.225
"374",374,"Yellowtail",0.537,0.0619,32.9327348538687,0.48,"BeutiSTIpjuv BeutiTUMIpjuv DDegg",0.38439525,0.41864256,2.285
"375",375,"Yellowtail",0.436,0.2074,29.2822610295655,0.56,"DDben DDlarv MLDlarv",0.32689956,0.35282624,1.911
"376",376,"Yellowtail",0.463,0.0431,33.4303996055931,0.4,"DDben DDlarv MLDpjuv",0.34957123,0.32373825,1.965
"377",377,"Yellowtail",0.495,0.0263,33.8655217380788,0.24,"CSTlarv DDben DDlarv",0.38439525,0.41864256,2.006
"378",378,"Yellowtail",0.479,0.0192,34.0472794794707,0.24,"CSTpjuv DDben DDlarv",0.32689956,0.35282624,2.527
"379",379,"Yellowtail",0.461,0.2234,30.8739156720939,0.36,"DDben DDlarv LSTlarv",0.38439525,0.41864256,1.961
"380",380,"Yellowtail",0.465,0.0355,33.6277545968113,0.32,"DDben DDlarv LSTpjuv",0.32689956,0.35282624,1.969
"381",381,"Yellowtail",0.47,0.2145,30.3960633758822,0.52,"CutiSTIpjuv DDben DDlarv",0.38439525,0.41864256,2.162
"382",382,"Yellowtail",0.48,0.0034,34.4457104538924,0.16,"CutiTUMIpjuv DDben DDlarv",0.32613274,0.34545079,1.986
"383",383,"Yellowtail",0.517,0.0261,34.1632737688932,0.28,"BeutiTUMIpjuv DDben DDlarv",0.32296771,0.35184824,2.067
"384",384,"Yellowtail",0.475,0.0328,33.6978834805216,0.32,"BeutiSTIpjuv DDben DDlarv",0.32596746,0.3294355,2.161
"385",385,"Yellowtail",0.416,0.2594,27.3162551618462,0.6,"DDlarv MLDlarv MLDpjuv",0.32596746,0.3294355,1.911
"386",386,"Yellowtail",0.43,0.2032,28.8539761168617,0.48,"CSTlarv DDlarv MLDlarv",0.32596746,0.3294355,1.876
"387",387,"Yellowtail",0.427,0.2024,29.0587485382314,0.6,"CSTpjuv DDlarv MLDlarv",0.32596746,0.3294355,2.423
"388",388,"Yellowtail",0.419,0.2213,28.3371010077012,0.6,"DDlarv LSTpjuv MLDlarv",0.32596746,0.3294355,1.917
"389",389,"Yellowtail",0.424,0.2187,28.3623519841126,0.52,"DDlarv MLDlarv oni_pjuv",0.38439525,0.41864256,1.927
"390",390,"Yellowtail",0.424,0.2508,28.1084844464132,0.48,"CutiSTIpjuv DDlarv MLDlarv",0.32689956,0.35282624,2.07
"391",391,"Yellowtail",0.421,0.1788,29.6055828172743,0.6,"CutiTUMIpjuv DDlarv MLDlarv",0.32613274,0.34545079,1.868
"392",392,"Yellowtail",0.453,0.2553,28.2376623211008,0.4,"BeutiTUMIpjuv DDlarv MLDlarv",0.32613274,0.34545079,1.939
"393",393,"Yellowtail",0.428,0.2052,28.7888638824498,0.56,"BeutiSTIpjuv DDlarv MLDlarv",0.32613274,0.34545079,2.067
"394",394,"Yellowtail",0.51,0.0512,33.3811277653788,0.24,"CSTlarv DDlarv MLDpjuv",0.32613274,0.34545079,2.036
"395",395,"Yellowtail",0.47,0.033,33.6918754331295,0.36,"CSTpjuv DDlarv MLDpjuv",0.32613274,0.34545079,2.509
"396",396,"Yellowtail",0.436,0.2402,29.18544327218,0.6,"DDlarv LSTlarv MLDpjuv",0.32613274,0.34545079,1.951
"397",397,"Yellowtail",0.467,0.0404,33.4998297418312,0.36,"DDlarv LSTpjuv MLDpjuv",0.32613274,0.34545079,2.013
"398",398,"Yellowtail",0.412,0.2719,26.5979513377322,0.52,"DDlarv MLDpjuv oni_pjuv",0.32689956,0.35282624,1.903
"399",399,"Yellowtail",0.45,0.1905,30.625237672388,0.44,"CutiSTIpjuv DDlarv MLDpjuv",0.32296771,0.35184824,2.122
"400",400,"Yellowtail",0.476,0.0312,33.7377086728416,0.4,"CutiTUMIpjuv DDlarv MLDpjuv",0.32296771,0.35184824,1.978
"401",401,"Yellowtail",0.525,0.0321,33.7152768813156,0.36,"BeutiTUMIpjuv DDlarv MLDpjuv",0.32296771,0.35184824,2.083
"402",402,"Yellowtail",0.47,0.0489,33.2792182604396,0.36,"BeutiSTIpjuv DDlarv MLDpjuv",0.32296771,0.35184824,2.151
"403",403,"Yellowtail",0.498,0.0334,33.6828920996504,0.28,"CSTlarv CSTpjuv DDlarv",0.32296771,0.35184824,2.012
"404",404,"Yellowtail",0.486,0.0443,33.39803042385,0.32,"CSTlarv DDlarv LSTpjuv",0.38439525,0.41864256,1.988
"405",405,"Yellowtail",0.448,0.1735,29.7663452033013,0.48,"CSTlarv DDlarv oni_pjuv",0.32689956,0.35282624,1.912
"406",406,"Yellowtail",0.474,0.3166,28.270392282338,0.36,"CSTlarv CutiSTIpjuv DDlarv",0.32596746,0.3294355,1.964
"407",407,"Yellowtail",0.507,0.0244,33.9146269659252,0.16,"CSTlarv CutiTUMIpjuv DDlarv",0.38439525,0.41864256,2.03
