"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10","RMSE_combined"
"96",96,"Yellowtail",0.418,0.0955,30.0224178634757,0.44,"pdo_pjuv Tcop ",0.32596746,0.3294355,1.928
"97",97,"Yellowtail",0.43,0.2004,28.3312177548742,0.48,"CutiSTIpjuv Tcop ",0.32596746,0.3294355,2.082
"98",98,"Yellowtail",0.456,0.019,32.0506478235268,0.28,"CutiTUMIpjuv Tcop ",0.32596746,0.3294355,1.938
"99",99,"Yellowtail",0.507,0.0451,31.8325298446783,0.28,"BeutiTUMIpjuv Tcop ",0.38439525,0.41864256,2.047
"100",100,"Yellowtail",0.441,0.0537,31.1524693480747,0.4,"BeutiSTIpjuv Tcop ",0.32689956,0.35282624,2.093
"101",101,"Yellowtail",0.417,0.1922,27.1941395502403,0.64,"MLDlarv Tpart ",0.32613274,0.34545079,1.818
"102",102,"Yellowtail",0.453,0.0294,31.7846380521265,0.4,"MLDpjuv Tpart ",0.32296771,0.35184824,1.976
"103",103,"Yellowtail",0.486,0.0172,32.0972845932769,0.2,"CSTlarv Tpart ",0.31581294,0.37713642,1.988
"104",104,"Yellowtail",0.455,0.0102,32.2759411766695,0.4,"CSTpjuv Tpart ",0.31581294,0.37713642,2.479
"105",105,"Yellowtail",0.447,0.1394,30.1044890840632,0.64,"LSTlarv Tpart ",0.31581294,0.37713642,1.969
"106",106,"Yellowtail",0.449,0.0202,32.0223688918458,0.4,"LSTpjuv Tpart ",0.31581294,0.37713642,1.925
"107",107,"Yellowtail",0.42,0.1515,28.4229353870481,0.48,"oni_pjuv Tpart ",0.31581294,0.37713642,1.754
"108",108,"Yellowtail",0.434,0.1943,28.6119301020053,0.52,"CutiSTIpjuv Tpart ",0.38439525,0.41864256,2.09
"109",109,"Yellowtail",0.468,4e-04,32.5224025324471,0.16,"CutiTUMIpjuv Tpart ",0.32689956,0.35282624,1.962
"110",110,"Yellowtail",0.515,0.0194,32.2107934047544,0.32,"BeutiTUMIpjuv Tpart ",0.32613274,0.34545079,2.063
"111",111,"Yellowtail",0.46,0.028,31.8202693843901,0.36,"BeutiSTIpjuv Tpart ",0.32613274,0.34545079,2.131
"112",112,"Yellowtail",0.441,0.1785,27.6159129837628,0.6,"MLDpart MLDpjuv ",0.32613274,0.34545079,1.88
"113",113,"Yellowtail",0.437,0.1606,28.1551912021667,0.48,"CSTlarv MLDpart ",0.32613274,0.34545079,1.89
