"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10","RMSE_combined"
"585",585,"Hake",3.061,0.055,108.595748074833,0.24,"MLDlarv SSHmss Tspawn",NA,NA,8.26804144
"586",586,"Hake",3.032,0.0552,108.601035597434,0.24,"DDspawn MLDlarv SSHmss",NA,NA,8.14866668
"587",587,"Hake",2.832,0.1674,106.919500057955,0.28,"MLDlarv PUTlate SSHmss",NA,NA,7.81004144
"588",588,"Hake",2.844,0.1161,107.790583361737,0.12,"MLDlarv SSHjac.pre SSHmss",NA,NA,7.83404144
"589",589,"Hake",2.824,0.1804,107.054178412139,0.2,"MLDlarv SSHmss Tpre",NA,NA,7.79404144
"590",590,"Hake",2.824,0.1804,107.054178420233,0.2,"DDpre MLDlarv SSHmss",NA,NA,7.72800486
"591",591,"Hake",2.416,0.2746,104.810231653221,0.48,"CSTeggs MLDlarv SSHmss",NA,NA,6.87031382
"592",592,"Hake",2.487,0.1304,108.156701915836,0.32,"PUTlate SSHmss Tspawn",NA,NA,7.01483663
"593",593,"Hake",2.459,0.1502,107.787062496552,0.2,"SSHjac.pre SSHmss Tspawn",NA,NA,7.09552783
"594",594,"Hake",3.311,0.1885,105.939290469298,0.32,"MLDpjuv SSHmss Tspawn",NA,NA,9.16087298
"595",595,"Hake",2.301,0.2423,106.053705147693,0.28,"SSHmss Tpre Tspawn",NA,NA,7.00392809
"596",596,"Hake",2.301,0.2423,106.053705156366,0.28,"DDpre SSHmss Tspawn",NA,NA,6.68200486
"597",597,"Hake",2.362,0.2395,105.473180205411,0.32,"MLDlate SSHmss Tspawn",NA,NA,6.98903168
"598",598,"Hake",2.275,0.312,103.991199976669,0.48,"CSTeggs SSHmss Tspawn",NA,NA,6.58831382
"599",599,"Hake",2.474,0.1376,108.053667531131,0.32,"DDspawn PUTlate SSHmss",NA,NA,7.03266668
"600",600,"Hake",2.417,0.1494,107.789832540985,0.2,"DDspawn SSHjac.pre SSHmss",NA,NA,6.91866668
"601",601,"Hake",3.226,0.1887,105.928046201223,0.32,"DDspawn MLDpjuv SSHmss",NA,NA,8.53666668
"602",602,"Hake",2.286,0.248,105.886949252393,0.28,"DDspawn SSHmss Tpre",NA,NA,6.65666668
"603",603,"Hake",2.286,0.248,105.88694926122,0.28,"DDpre DDspawn SSHmss",NA,NA,6.65200486
"604",604,"Hake",2.33,0.2397,105.471022880055,0.32,"DDspawn MLDlate SSHmss",NA,NA,6.74466668
"605",605,"Hake",2.231,0.3241,103.593180356616,0.48,"CSTeggs DDspawn SSHmss",NA,NA,6.50031382
"606",606,"Hake",2.469,0.2585,105.866130102832,0.36,"PUTlate SSHjac.pre SSHmss",NA,NA,6.97883663
"607",607,"Hake",3.354,0.2783,103.31608718943,0.52,"MLDpjuv PUTlate SSHmss",NA,NA,9.24687298
"608",608,"Hake",2.487,0.2038,106.720166398147,0.32,"PUTlate SSHmss Tpre",NA,NA,7.01483663
"609",609,"Hake",2.487,0.2038,106.720166406368,0.32,"DDpre PUTlate SSHmss",NA,NA,7.05400486
"610",610,"Hake",2.377,0.3518,102.308157966827,0.32,"MLDlate PUTlate SSHmss",NA,NA,7.01903168
"611",611,"Hake",2.332,0.2544,105.185669069489,0.44,"CSTeggs PUTlate SSHmss",NA,NA,6.70231382
"612",612,"Hake",2.553,0.2204,105.575972708082,0.28,"MLDpjuv SSHjac.pre SSHmss",NA,NA,7.64487298
"613",613,"Hake",2.286,0.2386,105.442789653249,0.24,"MLDlate SSHjac.pre SSHmss",NA,NA,6.83703168
"614",614,"Hake",2.473,0.1834,107.074914442934,0.32,"CSTeggs SSHjac.pre SSHmss",NA,NA,6.98431382
"615",615,"Hake",2.431,0.2888,103.576319416364,0.4,"MLDpjuv SSHmss Tpre",NA,NA,7.40087298
"616",616,"Hake",2.431,0.2888,103.576319427453,0.4,"DDpre MLDpjuv SSHmss",NA,NA,6.94200486
"617",617,"Hake",2.57,0.2446,104.715525895231,0.28,"CSTeggs MLDpjuv SSHmss",NA,NA,7.17831382
"618",618,"Hake",2.302,0.2821,104.408181963676,0.32,"MLDlate SSHmss Tpre",NA,NA,6.86903168
"619",619,"Hake",2.426,0.1434,107.73294208988,0.28,"CSTeggs SSHmss Tpre",NA,NA,6.89031382
"620",620,"Hake",2.302,0.2821,104.40818196394,0.32,"DDpre MLDlate SSHmss",NA,NA,6.68400486
"621",621,"Hake",2.426,0.1434,107.732942094634,0.28,"CSTeggs DDpre SSHmss",NA,NA,6.89031382
"622",622,"Hake",2.27,0.2349,104.754618846501,0.32,"CSTeggs MLDlate SSHmss",NA,NA,6.57831382
"623",623,"Hake",2,0.0634,108.379278690698,0.4,"CSTpjuvs DDyolk PUTpjuv",NA,NA,6.11078022
"624",624,"Hake",2.148,0.095,107.453376609036,0.32,"DDyolk MLDlarv PUTpjuv",NA,NA,6.45265205
"625",625,"Hake",2.076,0.1409,107.178878771285,0.32,"DDyolk PUTpjuv SSHjac.pre",NA,NA,6.30865205
"626",626,"Hake",2.158,0.1442,106.055403431993,0.4,"DDyolk MLDpjuv PUTpjuv",NA,NA,6.47265205
"627",627,"Hake",1.976,0.1654,106.730513162838,0.48,"DDyolk PUTpjuv Tpre",NA,NA,6.10865205
"628",628,"Hake",1.976,0.1654,106.730513167324,0.48,"DDpre DDyolk PUTpjuv",NA,NA,6.03200486
"629",629,"Hake",1.875,0.1585,105.636503554847,0.4,"DDyolk MLDlate PUTpjuv",NA,NA,5.90665205
"630",630,"Hake",1.853,0.3248,101.862076669976,0.6,"CSTeggs DDyolk PUTpjuv",NA,NA,5.74431382
"631",631,"Hake",2.262,0.0523,108.607017332465,0.36,"CSTpjuvs LSTegg PUTpjuv",NA,NA,6.63478022
"632",632,"Hake",1.989,0.3683,102.036166207991,0.48,"LSTegg MLDlarv PUTpjuv",NA,NA,6.03282518
"633",633,"Hake",2.166,0.2375,106.342423612399,0.44,"LSTegg PUTpjuv Tspawn",NA,NA,6.38682518
"634",634,"Hake",2.21,0.2273,106.590432211298,0.36,"DDspawn LSTegg PUTpjuv",NA,NA,6.50466668
"635",635,"Hake",2.267,0.1059,107.47652251177,0.4,"LSTegg PUTpjuv SSHjac.pre",NA,NA,6.58882518
"636",636,"Hake",1.982,0.1675,105.367346275274,0.48,"LSTegg MLDpjuv PUTpjuv",NA,NA,6.01882518
"637",637,"Hake",2.28,0.1223,107.733597734952,0.36,"LSTegg PUTpjuv Tpre",NA,NA,6.61482518
"638",638,"Hake",2.28,0.1223,107.733597740635,0.36,"DDpre LSTegg PUTpjuv",NA,NA,6.64000486
"639",639,"Hake",1.974,0.1688,105.456074344057,0.36,"LSTegg MLDlate PUTpjuv",NA,NA,6.00282518
"640",640,"Hake",2.055,0.1486,106.855224141859,0.4,"CSTpjuvs MLDlarv PUTpjuv",NA,NA,6.22078022
"641",641,"Hake",2.256,0.0857,108.553794921278,0.28,"CSTpjuvs PUTpjuv Tspawn",NA,NA,6.62278022
"642",642,"Hake",2.262,0.0971,108.422613228148,0.28,"CSTpjuvs DDspawn PUTpjuv",NA,NA,6.63478022
"643",643,"Hake",2.206,0.1333,107.487166695164,0.36,"CSTpjuvs PUTpjuv SSHjac.pre",NA,NA,6.52278022
"644",644,"Hake",1.98,0.1899,105.536299934129,0.48,"CSTpjuvs MLDpjuv PUTpjuv",NA,NA,6.07078022
"645",645,"Hake",2.095,0.1989,106.724106134255,0.36,"CSTpjuvs PUTpjuv Tpre",NA,NA,6.30078022
"646",646,"Hake",2.095,0.1989,106.724106144508,0.36,"CSTpjuvs DDpre PUTpjuv",NA,NA,6.30078022
"647",647,"Hake",1.927,0.2063,105.099166108789,0.4,"CSTpjuvs MLDlate PUTpjuv",NA,NA,5.96478022
"648",648,"Hake",1.975,0.2971,104.398091877057,0.68,"CSTeggs CSTpjuvs PUTpjuv",NA,NA,5.98831382
"649",649,"Hake",2.557,0.101,107.288404595055,0.32,"MLDlarv PUTpjuv Tspawn",NA,NA,7.26004144
"650",650,"Hake",2.578,0.0999,107.319018707768,0.32,"DDspawn MLDlarv PUTpjuv",NA,NA,7.24066668
"651",651,"Hake",2.051,0.1442,106.435519486971,0.36,"MLDlarv PUTpjuv SSHjac.pre",NA,NA,6.24804144
"652",652,"Hake",2.136,0.1494,106.844563530424,0.36,"MLDlarv PUTpjuv Tpre",NA,NA,6.41804144
"653",653,"Hake",2.136,0.1494,106.844563536006,0.36,"DDpre MLDlarv PUTpjuv",NA,NA,6.35200486
"654",654,"Hake",1.981,0.2847,103.880009667956,0.44,"CSTeggs MLDlarv PUTpjuv",NA,NA,6.00031382
"655",655,"Hake",2.273,0.2675,105.639168496103,0.44,"PUTpjuv SSHjac.pre Tspawn",NA,NA,6.50595918
"656",656,"Hake",2.696,0.144,106.063861405212,0.36,"MLDpjuv PUTpjuv Tspawn",NA,NA,7.93087298
"657",657,"Hake",2.243,0.2551,106.003277685938,0.32,"PUTpjuv Tpre Tspawn",NA,NA,6.44595918
"658",658,"Hake",2.243,0.2551,106.00327769597,0.32,"DDpre PUTpjuv Tspawn",NA,NA,6.56600486
"659",659,"Hake",2.024,0.1585,105.636419172382,0.4,"MLDlate PUTpjuv Tspawn",NA,NA,6.31303168
"660",660,"Hake",2.011,0.3445,102.808614282064,0.56,"CSTeggs PUTpjuv Tspawn",NA,NA,6.06031382
"661",661,"Hake",2.246,0.2587,105.81545953537,0.44,"DDspawn PUTpjuv SSHjac.pre",NA,NA,6.57666668
"662",662,"Hake",2.696,0.1441,106.060337054837,0.4,"DDspawn MLDpjuv PUTpjuv",NA,NA,7.47666668
"663",663,"Hake",2.214,0.2541,105.950326974387,0.4,"DDspawn PUTpjuv Tpre",NA,NA,6.51266668
"664",664,"Hake",2.214,0.2541,105.95032698428,0.4,"DDpre DDspawn PUTpjuv",NA,NA,6.50800486
"665",665,"Hake",1.979,0.1577,105.659790918691,0.4,"DDspawn MLDlate PUTpjuv",NA,NA,6.04266668
"666",666,"Hake",1.985,0.3575,102.357261768372,0.56,"CSTeggs DDspawn PUTpjuv",NA,NA,6.00831382
"667",667,"Hake",2.094,0.1794,105.656261966781,0.4,"MLDpjuv PUTpjuv SSHjac.pre",NA,NA,6.72687298
"668",668,"Hake",1.874,0.1731,105.19891651865,0.48,"MLDlate PUTpjuv SSHjac.pre",NA,NA,6.01303168
"669",669,"Hake",2.148,0.2235,105.42044466263,0.48,"CSTeggs PUTpjuv SSHjac.pre",NA,NA,6.33431382
"670",670,"Hake",1.966,0.2618,103.751043272344,0.44,"MLDpjuv PUTpjuv Tpre",NA,NA,6.47087298
"671",671,"Hake",1.966,0.2618,103.751043283407,0.44,"DDpre MLDpjuv PUTpjuv",NA,NA,6.01200486
"672",672,"Hake",1.901,0.2898,102.901581347681,0.52,"CSTeggs MLDpjuv PUTpjuv",NA,NA,5.84031382
"673",673,"Hake",1.999,0.2038,105.176712223785,0.36,"MLDlate PUTpjuv Tpre",NA,NA,6.26303168
"674",674,"Hake",2.138,0.1811,106.406518967658,0.48,"CSTeggs PUTpjuv Tpre",NA,NA,6.31431382
"675",675,"Hake",1.999,0.2038,105.176712230461,0.36,"DDpre MLDlate PUTpjuv",NA,NA,6.07800486
"676",676,"Hake",2.138,0.1811,106.406518969359,0.48,"CSTeggs DDpre PUTpjuv",NA,NA,6.31431382
"677",677,"Hake",1.905,0.2783,103.249055257665,0.4,"CSTeggs MLDlate PUTpjuv",NA,NA,5.84831382
"678",678,"Hake",2.295,0.1338,107.445184415336,0.36,"CSTpjuvs DDyolk MLDlarv",NA,NA,6.70078022
"679",679,"Hake",2.176,0.1701,107.30591667482,0.36,"CSTpjuvs DDyolk SSHjac.pre",NA,NA,6.46278022
"680",680,"Hake",2.208,0.1708,106.338838287269,0.48,"CSTpjuvs DDyolk MLDpjuv",NA,NA,6.52678022
"681",681,"Hake",2.01,0.2498,105.412533649467,0.48,"CSTpjuvs DDyolk Tpre",NA,NA,6.13078022
"682",682,"Hake",2.01,0.2498,105.412533657395,0.48,"CSTpjuvs DDpre DDyolk",NA,NA,6.13078022
"683",683,"Hake",2.005,0.2117,105.524068901307,0.4,"CSTpjuvs DDyolk MLDlate",NA,NA,6.12078022
"684",684,"Hake",1.818,0.4309,99.2902132479282,0.68,"CSTeggs CSTpjuvs DDyolk",NA,NA,5.67431382
"685",685,"Hake",2.367,0.1293,107.567539778332,0.24,"DDyolk MLDlarv SSHjac.pre",NA,NA,6.89065205
"686",686,"Hake",2.384,0.1607,106.822634849377,0.4,"DDyolk MLDlarv Tpre",NA,NA,6.92465205
"687",687,"Hake",2.384,0.1607,106.822634854168,0.4,"DDpre DDyolk MLDlarv",NA,NA,6.84800486
"688",688,"Hake",1.89,0.3238,101.905723317906,0.52,"CSTeggs DDyolk MLDlarv",NA,NA,5.81831382
"689",689,"Hake",2.418,0.1713,106.367683370853,0.28,"DDyolk MLDpjuv SSHjac.pre",NA,NA,6.99265205
"690",690,"Hake",2.065,0.1556,106.495700031999,0.2,"DDyolk MLDlate SSHjac.pre",NA,NA,6.28665205
"691",691,"Hake",1.94,0.3953,100.476056676416,0.48,"CSTeggs DDyolk SSHjac.pre",NA,NA,5.91831382
"692",692,"Hake",2.163,0.2613,103.866355327976,0.48,"DDyolk MLDpjuv Tpre",NA,NA,6.48265205
"693",693,"Hake",2.163,0.2613,103.866355337066,0.48,"DDpre DDyolk MLDpjuv",NA,NA,6.40600486
"694",694,"Hake",2.315,0.3456,101.071551698909,0.48,"CSTeggs DDyolk MLDpjuv",NA,NA,6.66831382
"695",695,"Hake",2.062,0.2488,104.643189848319,0.4,"DDyolk MLDlate Tpre",NA,NA,6.28065205
"696",696,"Hake",1.955,0.3278,102.024124000275,0.56,"CSTeggs DDyolk Tpre",NA,NA,5.94831382
"697",697,"Hake",2.062,0.2488,104.643189854744,0.4,"DDpre DDyolk MLDlate",NA,NA,6.20400486
"698",698,"Hake",1.955,0.3278,102.024124002721,0.56,"CSTeggs DDpre DDyolk",NA,NA,5.94831382
"699",699,"Hake",1.848,0.3524,100.805982769274,0.52,"CSTeggs DDyolk MLDlate",NA,NA,5.73431382
"700",700,"Hake",2.053,0.3765,102.005617121757,0.4,"CSTpjuvs LSTegg MLDlarv",NA,NA,6.21678022
"701",701,"Hake",2.221,0.3061,105.337613000793,0.44,"CSTpjuvs LSTegg Tspawn",NA,NA,6.55278022
"702",702,"Hake",2.236,0.2956,105.645706666625,0.48,"CSTpjuvs DDspawn LSTegg",NA,NA,6.58278022
"703",703,"Hake",2.252,0.1547,106.840964397341,0.52,"CSTpjuvs LSTegg PUTlate",NA,NA,6.61478022
"704",704,"Hake",2.5,0.1416,108.065004883095,0.28,"CSTpjuvs LSTegg SSHjac.pre",NA,NA,7.11078022
"705",705,"Hake",2.158,0.1678,106.147051870591,0.44,"CSTpjuvs LSTegg MLDpjuv",NA,NA,6.42678022
"706",706,"Hake",2.348,0.2087,106.68800495089,0.4,"CSTpjuvs LSTegg Tpre",NA,NA,6.80678022
"707",707,"Hake",2.348,0.2087,106.688004961503,0.4,"CSTpjuvs DDpre LSTegg",NA,NA,6.80678022
"708",708,"Hake",2.141,0.2273,105.46533506293,0.24,"CSTpjuvs LSTegg MLDlate",NA,NA,6.39278022
"709",709,"Hake",2.14,0.3847,101.443884066567,0.44,"LSTegg MLDlarv Tspawn",NA,NA,6.33482518
"710",710,"Hake",2.111,0.3854,101.418034790394,0.4,"DDspawn LSTegg MLDlarv",NA,NA,6.30666668
"711",711,"Hake",1.957,0.4077,100.603847875715,0.44,"LSTegg MLDlarv PUTlate",NA,NA,5.96882518
"712",712,"Hake",2.039,0.3814,101.592265631343,0.48,"LSTegg MLDlarv SSHjac.pre",NA,NA,6.13282518
"713",713,"Hake",1.944,0.4868,97.8671503487478,0.4,"LSTegg MLDlarv Tpre",NA,NA,5.94282518
"714",714,"Hake",1.944,0.4868,97.8671503584851,0.4,"DDpre LSTegg MLDlarv",NA,NA,5.96800486
"715",715,"Hake",2.072,0.3512,103.404347589858,0.44,"LSTegg PUTlate Tspawn",NA,NA,6.19882518
"716",716,"Hake",2.22,0.2127,106.787218329623,0.36,"LSTegg SSHjac.pre Tspawn",NA,NA,6.49482518
"717",717,"Hake",2.643,0.2743,104.848106795783,0.36,"LSTegg MLDpjuv Tspawn",NA,NA,7.34082518
"718",718,"Hake",2.215,0.2875,105.385813188905,0.32,"LSTegg Tpre Tspawn",NA,NA,6.48482518
"719",719,"Hake",2.215,0.2875,105.385813193986,0.32,"DDpre LSTegg Tspawn",NA,NA,6.51000486
"720",720,"Hake",2.159,0.3067,104.717830963242,0.32,"LSTegg MLDlate Tspawn",NA,NA,6.37282518
"721",721,"Hake",2.128,0.3355,103.822793352772,0.44,"DDspawn LSTegg PUTlate",NA,NA,6.34066668
"722",722,"Hake",2.23,0.1914,107.192474240459,0.28,"DDspawn LSTegg SSHjac.pre",NA,NA,6.54466668
"723",723,"Hake",2.592,0.2594,105.113672961996,0.44,"DDspawn LSTegg MLDpjuv",NA,NA,7.26866668
"724",724,"Hake",2.219,0.2771,105.628068766602,0.32,"DDspawn LSTegg Tpre",NA,NA,6.52266668
"725",725,"Hake",2.219,0.2771,105.628068771806,0.32,"DDpre DDspawn LSTegg",NA,NA,6.51800486
"726",726,"Hake",2.16,0.2876,105.053033899579,0.24,"DDspawn LSTegg MLDlate",NA,NA,6.40466668
"727",727,"Hake",2.347,0.2312,105.66952512275,0.4,"LSTegg PUTlate SSHjac.pre",NA,NA,6.74882518
"728",728,"Hake",1.968,0.2736,102.631448255632,0.56,"LSTegg MLDpjuv PUTlate",NA,NA,5.99082518
"729",729,"Hake",2.325,0.2391,105.641214059781,0.36,"LSTegg PUTlate Tpre",NA,NA,6.70482518
"730",730,"Hake",2.325,0.2391,105.641214067704,0.36,"DDpre LSTegg PUTlate",NA,NA,6.73000486
"731",731,"Hake",2.02,0.2688,103.105556739021,0.48,"LSTegg MLDlate PUTlate",NA,NA,6.09482518
"732",732,"Hake",2.141,0.1439,106.651594088423,0.36,"LSTegg MLDpjuv SSHjac.pre",NA,NA,6.33682518
"733",733,"Hake",2.124,0.154,106.453735400248,0.2,"LSTegg MLDlate SSHjac.pre",NA,NA,6.30282518
"734",734,"Hake",2.053,0.2377,104.50703236398,0.48,"LSTegg MLDpjuv Tpre",NA,NA,6.16082518
"735",735,"Hake",2.053,0.2377,104.507032375246,0.48,"DDpre LSTegg MLDpjuv",NA,NA,6.18600486
"736",736,"Hake",2.178,0.2135,105.552010374784,0.32,"LSTegg MLDlate Tpre",NA,NA,6.41082518
"737",737,"Hake",2.178,0.2135,105.552010380995,0.32,"DDpre LSTegg MLDlate",NA,NA,6.43600486
"738",738,"Hake",2.583,0.1387,107.35424140276,0.28,"CSTpjuvs MLDlarv Tspawn",NA,NA,7.27678022
"739",739,"Hake",2.604,0.1365,107.405873184746,0.28,"CSTpjuvs DDspawn MLDlarv",NA,NA,7.31878022
"740",740,"Hake",2.102,0.1746,106.588530934727,0.32,"CSTpjuvs MLDlarv PUTlate",NA,NA,6.31478022
"741",741,"Hake",2.235,0.2077,106.286843705435,0.24,"CSTpjuvs MLDlarv SSHjac.pre",NA,NA,6.58078022
"742",742,"Hake",2.04,0.2752,104.763808959786,0.36,"CSTpjuvs MLDlarv Tpre",NA,NA,6.19078022
"743",743,"Hake",2.04,0.2752,104.763808972662,0.36,"CSTpjuvs DDpre MLDlarv",NA,NA,6.19078022
"744",744,"Hake",1.729,0.4674,97.9016739998993,0.64,"CSTeggs CSTpjuvs MLDlarv",NA,NA,5.49631382
"745",745,"Hake",2.255,0.1167,108.335571023428,0.36,"CSTpjuvs PUTlate Tspawn",NA,NA,6.62078022
"746",746,"Hake",2.445,0.2166,107.051128117529,0.4,"CSTpjuvs SSHjac.pre Tspawn",NA,NA,7.00078022
"747",747,"Hake",2.685,0.1724,106.326600050435,0.44,"CSTpjuvs MLDpjuv Tspawn",NA,NA,7.48078022
"748",748,"Hake",1.945,0.3857,102.644037719225,0.52,"CSTpjuvs Tpre Tspawn",NA,NA,6.00078022
"749",749,"Hake",1.945,0.3857,102.644037732483,0.52,"CSTpjuvs DDpre Tspawn",NA,NA,6.00078022
"750",750,"Hake",2.184,0.2087,105.704439281052,0.4,"CSTpjuvs MLDlate Tspawn",NA,NA,6.47878022
"751",751,"Hake",1.77,0.5419,96.015733111504,0.68,"CSTeggs CSTpjuvs Tspawn",NA,NA,5.57831382
"752",752,"Hake",2.243,0.1263,108.190367578956,0.36,"CSTpjuvs DDspawn PUTlate",NA,NA,6.59678022
"753",753,"Hake",2.407,0.215,107.055203951681,0.4,"CSTpjuvs DDspawn SSHjac.pre",NA,NA,6.92478022
"754",754,"Hake",2.674,0.1744,106.279876726126,0.4,"CSTpjuvs DDspawn MLDpjuv",NA,NA,7.45878022
"755",755,"Hake",1.933,0.3929,102.363546967088,0.52,"CSTpjuvs DDspawn Tpre",NA,NA,5.97678022
"756",756,"Hake",1.933,0.3929,102.363546980842,0.52,"CSTpjuvs DDpre DDspawn",NA,NA,5.97678022
"757",757,"Hake",2.194,0.2091,105.705319262095,0.32,"CSTpjuvs DDspawn MLDlate",NA,NA,6.49878022
"758",758,"Hake",1.72,0.561,94.9923919946537,0.68,"CSTeggs CSTpjuvs DDspawn",NA,NA,5.47831382
"759",759,"Hake",2.23,0.2402,106.039244841722,0.36,"CSTpjuvs PUTlate SSHjac.pre",NA,NA,6.57078022
"760",760,"Hake",2.086,0.2136,105.054612470009,0.48,"CSTpjuvs MLDpjuv PUTlate",NA,NA,6.28278022
"761",761,"Hake",2.161,0.2369,106.197856464446,0.28,"CSTpjuvs PUTlate Tpre",NA,NA,6.43278022
"762",762,"Hake",2.161,0.2369,106.197856474494,0.28,"CSTpjuvs DDpre PUTlate",NA,NA,6.43278022
"763",763,"Hake",1.9,0.2438,104.152660608719,0.4,"CSTpjuvs MLDlate PUTlate",NA,NA,5.91078022
"764",764,"Hake",2.164,0.3164,104.107990823546,0.56,"CSTeggs CSTpjuvs PUTlate",NA,NA,6.36631382
"765",765,"Hake",2.195,0.2354,105.457649155257,0.4,"CSTpjuvs MLDpjuv SSHjac.pre",NA,NA,6.50078022
"766",766,"Hake",2.12,0.2102,105.588634541788,0.4,"CSTpjuvs MLDlate SSHjac.pre",NA,NA,6.35078022
"767",767,"Hake",2.136,0.4052,101.906914359743,0.6,"CSTeggs CSTpjuvs SSHjac.pre",NA,NA,6.31031382
"768",768,"Hake",1.905,0.4035,100.302347764814,0.6,"CSTpjuvs MLDpjuv Tpre",NA,NA,5.92078022
"769",769,"Hake",1.905,0.4035,100.302347788285,0.6,"CSTpjuvs DDpre MLDpjuv",NA,NA,5.92078022
"770",770,"Hake",1.786,0.4489,98.6661804159091,0.56,"CSTeggs CSTpjuvs MLDpjuv",NA,NA,5.61031382
"771",771,"Hake",1.98,0.3382,103.142716826936,0.48,"CSTpjuvs MLDlate Tpre",NA,NA,6.07078022
"772",772,"Hake",2.119,0.3508,103.38954720265,0.48,"CSTeggs CSTpjuvs Tpre",NA,NA,6.27631382
"773",773,"Hake",1.98,0.3382,103.142716841875,0.48,"CSTpjuvs DDpre MLDlate",NA,NA,6.07078022
"774",774,"Hake",2.119,0.3508,103.389547209451,0.48,"CSTeggs CSTpjuvs DDpre",NA,NA,6.27631382
"775",775,"Hake",1.718,0.4808,97.229729238109,0.68,"CSTeggs CSTpjuvs MLDlate",NA,NA,5.47431382
"776",776,"Hake",2.361,0.1951,105.650674493526,0.6,"MLDlarv PUTlate Tspawn",NA,NA,6.86804144
"777",777,"Hake",2.678,0.1456,107.726159149065,0.16,"MLDlarv SSHjac.pre Tspawn",NA,NA,7.50204144
"778",778,"Hake",2.561,0.2372,106.122317395067,0.4,"MLDlarv Tpre Tspawn",NA,NA,7.26804144
"779",779,"Hake",2.561,0.2372,106.122317405392,0.4,"DDpre MLDlarv Tspawn",NA,NA,7.20200486
"780",780,"Hake",2.502,0.3085,103.952968500614,0.48,"CSTeggs MLDlarv Tspawn",NA,NA,7.04231382
"781",781,"Hake",2.374,0.1893,105.805217336928,0.56,"DDspawn MLDlarv PUTlate",NA,NA,6.83266668
"782",782,"Hake",2.704,0.1456,107.734181120143,0.16,"DDspawn MLDlarv SSHjac.pre",NA,NA,7.49266668
"783",783,"Hake",2.657,0.2334,106.218698061777,0.36,"DDspawn MLDlarv Tpre",NA,NA,7.39866668
"784",784,"Hake",2.657,0.2334,106.218698072196,0.36,"DDpre DDspawn MLDlarv",NA,NA,7.39400486
"785",785,"Hake",2.49,0.3213,103.561505616865,0.48,"CSTeggs DDspawn MLDlarv",NA,NA,7.01831382
"786",786,"Hake",1.983,0.2608,105.074436106423,0.44,"MLDlarv PUTlate SSHjac.pre",NA,NA,6.11204144
"787",787,"Hake",2.148,0.2332,105.738269977809,0.36,"MLDlarv PUTlate Tpre",NA,NA,6.44204144
"788",788,"Hake",2.148,0.2332,105.738269985206,0.36,"DDpre MLDlarv PUTlate",NA,NA,6.37600486
"789",789,"Hake",1.936,0.3476,102.038755080646,0.52,"CSTeggs MLDlarv PUTlate",NA,NA,5.91031382
"790",790,"Hake",2.076,0.3466,103.5238072814,0.52,"CSTeggs MLDlarv SSHjac.pre",NA,NA,6.19031382
"791",791,"Hake",2.149,0.2812,104.903973709448,0.52,"CSTeggs MLDlarv Tpre",NA,NA,6.33631382
"792",792,"Hake",2.149,0.2812,104.903973714871,0.52,"CSTeggs DDpre MLDlarv",NA,NA,6.33631382
"793",793,"Hake",2.121,0.2677,105.622983451829,0.36,"PUTlate SSHjac.pre Tspawn",NA,NA,6.28283663
"794",794,"Hake",2.702,0.1545,105.829786665225,0.4,"MLDpjuv PUTlate Tspawn",NA,NA,7.94287298
"795",795,"Hake",1.932,0.3514,103.648629527457,0.52,"PUTlate Tpre Tspawn",NA,NA,5.90483663
"796",796,"Hake",1.932,0.3514,103.648629537348,0.52,"DDpre PUTlate Tspawn",NA,NA,5.94400486
"797",797,"Hake",1.965,0.2234,104.195905976109,0.44,"MLDlate PUTlate Tspawn",NA,NA,6.19503168
"798",798,"Hake",1.947,0.4109,101.04721542641,0.68,"CSTeggs PUTlate Tspawn",NA,NA,5.93231382
"799",799,"Hake",2.89,0.1585,106.676117472688,0.32,"MLDpjuv SSHjac.pre Tspawn",NA,NA,8.31887298
"800",800,"Hake",2.228,0.1291,106.92086677444,0.2,"MLDlate SSHjac.pre Tspawn",NA,NA,6.72103168
"801",801,"Hake",2.041,0.3917,101.928919664349,0.56,"CSTeggs SSHjac.pre Tspawn",NA,NA,6.12031382
"802",802,"Hake",2.674,0.274,104.314913730312,0.44,"MLDpjuv Tpre Tspawn",NA,NA,7.88687298
"803",803,"Hake",2.674,0.274,104.314913741097,0.44,"DDpre MLDpjuv Tspawn",NA,NA,7.42800486
"804",804,"Hake",2.612,0.352,102.307245002142,0.48,"CSTeggs MLDpjuv Tspawn",NA,NA,7.26231382
"805",805,"Hake",2.221,0.2478,105.449073263235,0.24,"MLDlate Tpre Tspawn",NA,NA,6.70703168
"806",806,"Hake",2.103,0.3474,103.404271445357,0.52,"CSTeggs Tpre Tspawn",NA,NA,6.24431382
"807",807,"Hake",2.221,0.2478,105.449073272172,0.24,"DDpre MLDlate Tspawn",NA,NA,6.52200486
"808",808,"Hake",2.103,0.3474,103.404271449039,0.52,"CSTeggs DDpre Tspawn",NA,NA,6.24431382
"809",809,"Hake",2.128,0.3361,102.890982073249,0.48,"CSTeggs MLDlate Tspawn",NA,NA,6.29431382
"810",810,"Hake",2.103,0.2685,105.59673565212,0.36,"DDspawn PUTlate SSHjac.pre",NA,NA,6.29066668
"811",811,"Hake",2.702,0.1522,105.879594423019,0.4,"DDspawn MLDpjuv PUTlate",NA,NA,7.48866668
