"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"151",151,"Sablefish",1.573,0.3084,90.6876385969591,0.52,"LSTbjuv LSTlarv MLDegg",1.04552781,1.16362404
"152",152,"Sablefish",1.479,0.2761,91.5515915698741,0.44,"CSTegg LSTlarv MLDegg",1.44196766,1.32561473
"153",153,"Sablefish",1.534,0.171,94.8768027242038,0.52,"CSTyolk LSTlarv MLDegg",1.30898311,1.51727085
"154",154,"Sablefish",1.546,0.3229,90.4874802681179,0.32,"CSTegg LSTpjuv MLDegg",1.44196766,1.32561473
"155",155,"Sablefish",1.62,0.245,93.7491166977182,0.4,"CSTyolk LSTpjuv MLDegg",1.30898311,1.51727085
"156",156,"Sablefish",1.201,0.5553,81.5394851200051,0.6,"CSTegg LSTbjuv MLDegg",1.44196766,1.32561473
"157",157,"Sablefish",1.432,0.4307,87.4007201053866,0.64,"CSTyolk LSTbjuv MLDegg",1.30898311,1.51727085
"158",158,"Sablefish",1.667,0.2494,92.6192597760056,0.32,"CSTegg LSTegg LSTpjuv",1.44196766,1.32561473
"159",159,"Sablefish",1.655,0.2532,93.6251732778677,0.32,"CSTyolk LSTegg LSTpjuv",1.30898311,1.51727085
"160",160,"Sablefish",1.267,0.5392,82.424266525074,0.6,"CSTegg LSTbjuv LSTegg",1.44196766,1.32561473
"161",161,"Sablefish",1.466,0.4331,87.282551991233,0.6,"CSTyolk LSTbjuv LSTegg",1.30898311,1.51727085
"162",162,"Sablefish",1.599,0.3631,89.9212047335232,0.44,"CSTegg LSTlarv LSTpjuv",1.44196766,1.32561473
"163",163,"Sablefish",1.659,0.3054,92.1486254021415,0.4,"CSTyolk LSTlarv LSTpjuv",1.30898311,1.51727085
"164",164,"Sablefish",1.258,0.5465,82.0014169022277,0.56,"CSTegg LSTbjuv LSTlarv",1.44196766,1.32561473
"165",165,"Sablefish",1.502,0.4354,87.16590191267,0.52,"CSTyolk LSTbjuv LSTlarv",1.30898311,1.51727085
