"","Datatreatment","Y_rec","sd","type","year","DDpre","DDegg","DDlarv","DDpjuv","DDben","Tcop","Tpart","MLDpart","MLDlarv","MLDpjuv","CSTlarv","CSTpjuv","LSTlarv","LSTpjuv","hci1_larv","hci1_pjuv","hci2_larv","hci2_pjuv","oni_pre","oni_larv","oni_pjuv","pdo_larv","pdo_pjuv","lusi_annual","CutiSTIpjuv","CutiTUMIpjuv","BeutiTUMIpjuv","BeutiSTIpjuv"
"36","Unexpanded PacFIN",0.268403,NA,"Main_RecrDev",2013,-0.732266776304621,0.634057569338457,-1.21034159360819,-1.00827965700122,-0.525526501473672,-1.32380264841499,-1.11491252682752,-0.708078598001624,-0.642863854841681,-0.00236950392663085,0.965160567878932,0.302773506359838,-1.96597882146177,0.152167935435375,1.21292131028291,0.0685055818981145,1.21292131028291,0.0685055818981145,0.0329135295578164,-0.38661455993721,-0.648946718675641,-0.91225140973918,-0.59283098395257,0.037553225503291,-1.50713281176516,0.0629627158019359,0.156761995015219,-1.72425492862252
"37","Unexpanded PacFIN",0.489374,NA,"Main_RecrDev",2014,-0.759150280725535,-1.58405060498508,-0.379045569608599,-0.0702406184128517,2.41125134430042,0.639300063769179,-0.651211140707301,-1.3538225786156,-0.709069762650447,-0.483468316484937,0.278203050785952,-1.02684293922062,0.907277562665202,0.542528135553366,0.358061569802849,-0.936926864122893,0.358061569802849,-0.936926864122893,-0.284253210019474,-0.362822894710304,0.206786929538916,0.0959431368104728,0.637509701783459,-1.01393708858886,0.792506519437267,-0.0787748500349782,-0.560209207345512,0.559505543998487
"38","Unexpanded PacFIN",-0.000596265,NA,"Main_RecrDev",2015,2.11123618560244,2.50045742567431,1.99948506134731,0.609264641259686,1.64996225245479,1.1835919599442,1.77405304442462,-0.640844611890764,-0.302423213597474,-0.351957643582156,0.441844058917473,-0.70165856161984,-0.616551876663952,0.0630723227600102,-1.52062235995587,-0.787675106751126,-1.52062235995587,-0.787675106751126,0.486521808958844,0.666166626353346,2.29448195061409,1.58543658749187,1.18832376262836,0.563298382549365,0.525106597323824,0.437924780756356,0.54751169500418,0.016954713293915
"39","Unexpanded PacFIN",-0.0572537,NA,"Main_RecrDev",2016,1.88707690879783,1.36857210098508,1.85101279324448,0.86213617700529,1.42881396446583,1.56084824651849,1.63795692047915,0.75895807251794,1.10573820356158,-0.669885761207645,-0.0593878003314349,-0.263174085118176,0.838186471796062,-0.758427943362448,-1.51727652975196,-0.981299008086739,-1.51727652975196,-0.981299008086739,2.36319141897931,2.2839998617829,0.144082308764574,2.02620505759147,1.23943022188201,0,-0.063173231774982,0.261400194035411,0.197515953681581,-0.0208976702260075
"40","Unexpanded PacFIN",-0.636629,NA,"Main_RecrDev",2017,1.07897220622171,2.06261670921664,0.505133070428609,0.82074801894662,0.515245511390695,0.325928675095602,0.426875545319569,0.240781616539767,0.198224788735932,2.33648338775677,-0.0784953556864972,0.940316689976752,1.12087520692144,-0.787329638710723,-0.476723186516104,-0.527492987256179,-0.476723186516104,-0.527492987256179,-0.421891605342314,0.00594791630672632,0.321130649774482,0.622838779228382,0.552332269694042,0.225319353019746,1.03851444894964,0.133171913357139,0.342469456437988,1.27870083201259
"41","Unexpanded PacFIN",-0.710712,NA,"Main_RecrDev",2018,0.353761482386379,0.384491061825967,-0.0675315397611887,0.365391617781145,0.342809948273813,0.276294472640594,0.147203924344074,-0.343683280389736,-0.463068301565211,0.27127892749717,0.359445636987097,0.808807058531098,-1.62779652916467,-0.856670315630416,-0.324487888737049,-0.715066144303662,-0.324487888737049,-0.715066144303662,-0.587057681453194,-0.850552031861861,-0.139932738272154,-0.197902509922592,-0.0458025867560892,1.01393708858886,-0.0310852411085336,0.0111974795745929,0.34347500769411,0.105276941759417
"42","Unexpanded PacFIN",-0.475455,NA,"Late_RecrDev",2019,0.538518404875957,0.297620915849028,0.381721541838523,1.42350617788816,0.399011993886009,0.298943383237225,0.673625050088768,0.0648707963960528,0.170648106703534,-1.02368045558705,-1.82874481616994,-1.80762121698122,0.908477461720531,1.7452288329258,-0.525237730348089,-0.650524842382748,-0.525237730348089,-0.650524842382748,0.698365253843406,0.921927027542577,0.774817023612373,-0.0256481652859678,0.542868110572995,-0.675958059059239,-0.148741206671591,0.266310440628521,0.700492691994043,-0.121837359360119
"43","Unexpanded PacFIN",-0.282589,NA,"Late_RecrDev",2020,0.545312173492221,-0.475606810787654,-0.332420980992822,0.522656647677807,0.102800689632459,1.63053861363333,-0.264759335382458,-0.85447646916019,-1.04929154045539,-1.25327063912431,-1.9888191355834,-0.688003288107429,-0.37774412434606,1.50194902264831,0.458436490608369,-0.409503424939224,0.458436490608369,-0.409503424939224,0.451812996253359,0.59479163067263,-0.420259278204509,-1.02371010332758,-0.528474701929454,-1.6898951476481,-1.51782880854701,-0.186458267613699,0.77436405838541,-1.73687238966965
"44","Unexpanded PacFIN",-0.077653,NA,"Late_RecrDev",2021,-0.0765646791137863,-0.319454502609877,-0.770902956404195,-0.778195551572112,0.339433105525432,0.468207993449476,-0.737366823472573,-1.10067918797771,-0.991402409087919,-1.1954856168866,-1.86112868479899,-2.48152274223392,-0.510605495636269,1.86472654404685,0.73781335376187,0.429533482324143,0.73781335376187,0.429533482324143,-0.950901788726996,-0.98140619060984,-0.877634159146773,-1.02371010332758,-1.08307442642277,0.675958059059239,-0.843981004551599,0.725552856821346,2.32452375435887,-0.109219898312986
"45","Expanded PacFIN",0.0855595,0.279557,"Main_RecrDev",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
