"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"162",162,"Yellowtail",0.43,0.2993,27.0218810670389,0.52,"CutiSTIpjuv DDpre oni_pjuv",0.38439525,0.41864256
"163",163,"Yellowtail",0.476,0.2887,28.3457982754746,0.48,"CutiTUMIpjuv DDpre oni_pjuv",0.33392972,0.34599654
"164",164,"Yellowtail",0.468,0.286,27.7053097431697,0.48,"BeutiTUMIpjuv DDpre oni_pjuv",0.32689956,0.35282624
"165",165,"Yellowtail",0.448,0.2052,29.2448831757335,0.48,"BeutiSTIpjuv DDpre oni_pjuv",0.33529647,0.43819983
"166",166,"Yellowtail",0.482,0.1915,30.6331337544355,0.48,"CutiSTIpjuv CutiTUMIpjuv DDpre",0.38439525,0.41864256
"167",167,"Yellowtail",0.507,0.034,33.6653862346595,0.36,"BeutiSTIpjuv CutiTUMIpjuv DDpre",0.33529647,0.43819983
"168",168,"Yellowtail",0.459,0.0402,33.5056352810868,0.28,"DDben DDegg MLDpjuv",0.3427491,0.348285
"169",169,"Yellowtail",0.506,0.0213,33.9920466291278,0.16,"CSTlarv DDben DDegg",0.32613274,0.34545079
"170",170,"Yellowtail",0.437,0.213,30.1012529154446,0.56,"DDben DDegg LSTlarv",0.3427491,0.348285
"171",171,"Yellowtail",0.477,0.2905,28.8076824026135,0.48,"CutiSTIpjuv DDben DDegg",0.38439525,0.41864256
"172",172,"Yellowtail",0.471,0.0341,33.7093163363547,0.24,"BeutiSTIpjuv DDben DDegg",0.33529647,0.43819983
"173",173,"Yellowtail",0.524,0.0471,33.4711122731996,0.2,"CSTlarv DDegg MLDpjuv",0.32613274,0.34545079
"174",174,"Yellowtail",0.465,0.0391,33.5338463568491,0.36,"CSTpjuv DDegg MLDpjuv",0.60478619,0.48205788
"175",175,"Yellowtail",0.467,0.0454,33.3697023934896,0.36,"DDegg LSTpjuv MLDpjuv",0.4425048,0.39573152
"176",176,"Yellowtail",0.454,0.0986,31.9359367136748,0.44,"DDegg MLDpjuv pdo_pjuv",0.4425048,0.39573152
"177",177,"Yellowtail",0.473,0.0354,33.6309072496267,0.4,"CutiTUMIpjuv DDegg MLDpjuv",0.33392972,0.34599654
"178",178,"Yellowtail",0.528,0.0375,33.5754799318499,0.36,"BeutiTUMIpjuv DDegg MLDpjuv",0.32689956,0.35282624
"179",179,"Yellowtail",0.476,0.0469,33.3301389400817,0.36,"BeutiSTIpjuv DDegg MLDpjuv",0.33529647,0.43819983
"180",180,"Yellowtail",0.505,0.0354,33.6307238744521,0.28,"CSTlarv CSTpjuv DDegg",0.32613274,0.34545079
"181",181,"Yellowtail",0.498,0.0432,33.4269335035727,0.36,"CSTlarv DDegg LSTpjuv",0.32613274,0.34545079
"182",182,"Yellowtail",0.472,0.2539,28.5861099278494,0.48,"CSTlarv DDegg oni_pjuv",0.32613274,0.34545079
