"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"169",169,"Petrale Sole",0.504,0.1885,21.6961316488869,0.823529411764706,"CSTlarv LSTlarv ",0.354,0.452
"170",170,"Petrale Sole",0.502,0.247,21.1932428605949,0.823529411764706,"CSTpjuv LSTlarv ",0.387,0.498
"171",171,"Petrale Sole",0.525,0.1776,21.9553825935775,0.823529411764706,"CSTbjuv.a LSTlarv ",0.297,0.416
"172",172,"Petrale Sole",0.586,0.1911,21.6504500629215,0.764705882352941,"CSTbjuv.b LSTlarv ",0.345,0.604
"173",173,"Petrale Sole",0.491,0.0732,22.7127771328793,0.823529411764706,"CSTegg1 LSTpjuv ",0.293,0.402
"174",174,"Petrale Sole",0.385,0.569,11.7118030235381,0.823529411764706,"CSTegg2 LSTpjuv ",0.295,0.382
"175",175,"Petrale Sole",0.51,0.0713,22.9988527091153,0.823529411764706,"CSTlarv LSTpjuv ",0.42,0.422
"176",176,"Petrale Sole",0.493,0.1022,22.5960802946395,0.88235294117647,"CSTpjuv LSTpjuv ",0.384,0.482
"177",177,"Petrale Sole",0.539,0.0469,23.5009457809711,0.823529411764706,"CSTbjuv.a LSTpjuv ",0.354,0.452
"178",178,"Petrale Sole",0.602,0.1079,22.7263265920761,0.764705882352941,"CSTbjuv.b LSTpjuv ",0.387,0.498
"179",179,"Petrale Sole",0.453,0.0839,22.5162748922382,0.823529411764706,"CSTegg1 LSTbjuv.a ",0.297,0.416
"180",180,"Petrale Sole",0.335,0.5584,11.9812231744256,0.823529411764706,"CSTegg2 LSTbjuv.a ",0.345,0.604
"181",181,"Petrale Sole",0.498,0.174,22.3291286324897,0.823529411764706,"CSTlarv LSTbjuv.a ",0.293,0.402
"182",182,"Petrale Sole",0.5,0.2319,21.6047689145214,0.88235294117647,"CSTpjuv LSTbjuv.a ",0.295,0.382
"183",183,"Petrale Sole",0.503,0.0655,23.2295638151068,0.823529411764706,"CSTbjuv.a LSTbjuv.a ",0.42,0.422
