"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"191",191,"Petrale Sole",0.561,0.0877,33.2420419930702,0.68,"CSTegg2 LSTbjuv.b ",0.507,0.638
"192",192,"Petrale Sole",0.424,0.101,31.7653847920245,0.72,"CSTlarv LSTbjuv.b ",0.467,0.424
"193",193,"Petrale Sole",0.416,0.1779,29.5315828371557,0.72,"CSTpjuv LSTbjuv.b ",0.419,0.399
"194",194,"Petrale Sole",0.413,0.2836,27.4101232511258,0.76,"CSTbjuv.a LSTbjuv.b ",0.374,0.349
"195",195,"Petrale Sole",0.471,0.1488,31.6921420636692,0.68,"CSTbjuv.b LSTbjuv.b ",0.559,0.443
"196",196,"Petrale Sole",0.421,0.1234,31.1357799675658,0.68,"CSTegg1 CSTlarv ",0.567,0.426
"197",197,"Petrale Sole",0.41,0.2008,28.8243019622019,0.68,"CSTegg1 CSTpjuv ",0.567,0.426
"198",198,"Petrale Sole",0.435,0.2037,28.7338754974271,0.64,"CSTbjuv.a CSTegg1 ",0.374,0.349
"199",199,"Petrale Sole",0.445,0.0837,32.2416267537139,0.68,"CSTbjuv.b CSTegg1 ",0.559,0.443
"200",200,"Petrale Sole",0.535,0.0931,32.4477258243176,0.68,"CSTegg2 CSTlarv ",0.507,0.638
"201",201,"Petrale Sole",0.517,0.1457,30.4906206421476,0.72,"CSTegg2 CSTpjuv ",0.507,0.638
"202",202,"Petrale Sole",0.53,0.2328,28.8976102478943,0.64,"CSTbjuv.a CSTegg2 ",0.374,0.349
"203",203,"Petrale Sole",0.549,0.1343,31.9997390820266,0.72,"CSTbjuv.b CSTegg2 ",0.559,0.443
"204",204,"Petrale Sole",0.428,0.1731,29.6766796247389,0.72,"CSTbjuv.a CSTlarv ",0.374,0.349
"205",205,"Petrale Sole",0.429,0.1755,29.6018313944177,0.68,"CSTbjuv.b CSTlarv ",0.559,0.443
"206",206,"Petrale Sole",0.421,0.217,28.3112889313615,0.8,"CSTbjuv.a CSTpjuv ",0.374,0.349
"207",207,"Petrale Sole",0.421,0.2365,27.6816769501378,0.76,"CSTbjuv.b CSTpjuv ",0.559,0.443
"208",208,"Petrale Sole",0.435,0.1956,28.9864443693434,0.76,"CSTbjuv.a CSTbjuv.b ",0.374,0.349
"209",209,"Petrale Sole",0.508,0.2143,31.7036133774659,0.52,"DDlarv DDpre Tpre.a",0.513,0.428
"210",210,"Petrale Sole",0.508,0.2327,31.4130396963345,0.56,"DDpre MLDegg Tpre.a",0.584,0.463
"211",211,"Petrale Sole",0.514,0.035,35.5371215560313,0.64,"DDpre LSTegg1 Tpre.a",0.584,0.463
"212",212,"Petrale Sole",0.508,0.0674,34.6826429360704,0.68,"DDpre LSTegg2 Tpre.a",0.584,0.463
"213",213,"Petrale Sole",0.54,0.1517,33.7944695208085,0.68,"DDpre LSTpjuv Tpre.a",0.584,0.463
"214",214,"Petrale Sole",0.542,0.0653,34.739684876989,0.6,"CSTegg1 DDpre Tpre.a",0.567,0.426
"215",215,"Petrale Sole",0.601,0.0698,35.6239317530765,0.64,"CSTegg2 DDpre Tpre.a",0.507,0.638
"216",216,"Petrale Sole",0.518,0.0718,34.5645471486302,0.64,"CSTlarv DDpre Tpre.a",0.467,0.424
"217",217,"Petrale Sole",0.494,0.1501,32.3627304781297,0.68,"CSTpjuv DDpre Tpre.a",0.419,0.399
"218",218,"Petrale Sole",0.509,0.1749,31.6222011695432,0.72,"CSTbjuv.a DDpre Tpre.a",0.374,0.349
"219",219,"Petrale Sole",0.506,0.064,34.7740011208961,0.64,"CSTbjuv.b DDpre Tpre.a",0.559,0.443
"220",220,"Petrale Sole",0.5,0.2842,29.6788313435613,0.6,"DDlarv DDpre MLDegg",0.513,0.428
"221",221,"Petrale Sole",0.503,0.1806,32.646074435176,0.6,"DDlarv DDpre LSTegg1",0.513,0.428
"222",222,"Petrale Sole",0.494,0.1802,31.7175197212201,0.56,"DDlarv DDpre LSTegg2",0.513,0.428
"223",223,"Petrale Sole",0.446,0.5119,22.0577806235054,0.52,"DDlarv DDpre LSTlarv",0.513,0.428
"224",224,"Petrale Sole",0.494,0.4153,26.3162411908506,0.48,"DDlarv DDpre LSTpjuv",0.513,0.428
"225",225,"Petrale Sole",0.499,0.1805,32.7068267279968,0.56,"DDlarv DDpre LSTbjuv.a",0.513,0.428
"226",226,"Petrale Sole",0.501,0.1856,32.5630367581971,0.56,"DDlarv DDpre LSTbjuv.b",0.513,0.428
"227",227,"Petrale Sole",0.482,0.2817,29.7667413965863,0.64,"CSTegg1 DDlarv DDpre",0.567,0.426
"228",228,"Petrale Sole",0.571,0.191,32.3155340244113,0.68,"CSTegg2 DDlarv DDpre",0.507,0.638
"229",229,"Petrale Sole",0.472,0.2193,31.3733736365351,0.6,"CSTlarv DDlarv DDpre",0.467,0.424
"230",230,"Petrale Sole",0.457,0.2895,29.1232458708055,0.72,"CSTpjuv DDlarv DDpre",0.419,0.399
"231",231,"Petrale Sole",0.418,0.5012,21.5445894270142,0.72,"CSTbjuv.a DDlarv DDpre",0.374,0.349
"232",232,"Petrale Sole",0.489,0.3411,28.6742465103044,0.6,"CSTbjuv.b DDlarv DDpre",0.559,0.443
"233",233,"Petrale Sole",0.492,0.1861,32.4006867469323,0.64,"DDpre LSTegg1 MLDegg",0.584,0.463
"234",234,"Petrale Sole",0.491,0.1834,32.5345549937037,0.64,"DDpre LSTegg2 MLDegg",0.584,0.463
